ITEM,DESCRIP,Gauge,Color
BBCC26CWSAGE        ,26GA CAMBRIDGE WHITE / SAGE GREEN SMP BBCC                                                          ,26,SAGE GREEN/CAMBRIDGE
BBICC26CWSAGE       ,26GA CAMBRIDGE WHITE / SAGE GREEN SMP BBICC                                                         ,26,SAGE GREEN/CAMBRIDGE
SB126CWSAGE         ,26GA CAMBRIDGE WHITE / SAGE GREEN SMP SB1                                                           ,26,SAGE GREEN/CAMBRIDGE
SQWV24LBKWA         ,24GA LOW GLOSS BLACK / WASH PVDF SQUARE WAVE                                                        ,24,LOW GLOSS BLACK/WASH
PRO1824RGWA         ,24GA REGENT GREY / WASH SMP PRO18                                                                   ,24,REGENT GREY/WASH    
DIV124LPWA          ,24GA LIGHT PINE / WASH PE DIV1                                                                      ,24,LIGHT PINE/WASH     
HF12P24IRONWA       ,*PERF* 24GA IRON ORE / WASH SMP HF12                                                                ,24,IRON ORE/WASH       
SC24IRONWA16        ,"24GA IRON ORE / WASH SMP 16"" SLIT COIL                                                              ",24,IRON ORE/WASH       
SS124DKPW           ,24GA DARK BROWN / POLAR WHITE SMP SS1                                                               ,24,DARK BROWN/POLAR WHI
CF29IRONCG36        ,"*36"" CUSTOM* 29GA IRON ORE / CHARCOAL GREY SMP FLASHING                                             ",29,IRON ORE/CHARCOAL GR
CF29IRONCG30        ,"*30"" CUSTOM* 29GA IRON ORE / CHARCOAL GREY SMP FLASHING                                             ",29,IRON ORE/CHARCOAL GR
CF29IRONCG24        ,"*24"" CUSTOM* 29GA IRON ORE / CHARCOAL GREY SMP FLASHING                                             ",29,IRON ORE/CHARCOAL GR
CF29IRONCG18        ,"*18"" CUSTOM* 29GA IRON ORE / CHARCOAL GREY SMP FLASHING                                             ",29,IRON ORE/CHARCOAL GR
CF29IRONCG15        ,"*15"" CUSTOM* 29GA IRON ORE / CHARCOAL GREY SMP FLASHING                                             ",29,IRON ORE/CHARCOAL GR
CF29IRONCG12        ,"*12"" CUSTOM* 29GA IRON ORE / CHARCOAL GREY SMP FLASHING                                             ",29,IRON ORE/CHARCOAL GR
CF29IRONCG9         ,"*9"" CUSTOM* 29GA IRON ORE / CHARCOAL GREY SMP FLASHING                                              ",29,IRON ORE/CHARCOAL GR
CF29IRONCG6         ,"*6"" CUSTOM* 29GA IRON ORE / CHARCOAL GREY SMP FLASHING                                              ",29,IRON ORE/CHARCOAL GR
CF29IRONCG4         ,"*4"" CUSTOM* 29GA IRON ORE / CHARCOAL GREY SMP FLASHING                                              ",29,IRON ORE/CHARCOAL GR
PBOCP24LBKWA        ,24GA LOW GLOSS BLACK / WASH PVDF PBOCP                                                              ,24,LOW GLOSS BLACK/WASH
WV2429IRONCG        ,29GA IRON ORE / CHARCOAL GREY SMP WV24                                                              ,29,IRON ORE/CHARCOAL GR
RR1229IRONCG        ,29GA IRON ORE / CHARCOAL GREY SMP RR12                                                              ,29,IRON ORE/CHARCOAL GR
FLAT24SADWA4896     ,"24GA SADDLE / WASH PVDF 48"" x 96"" FLAT                                                              ",24,SADDLE/WASH         
CF24TCWA18          ,"*18"" CUSTOM* 24GA TERRA COTTA / WASH PVDF FLASHING                                                  ",24,TERRA COTTA/WASH    
1236EAVE26DGRG      ,26GA CAS DARK GREEN / REGENT GREY SMP 1236EAVE                                                      ,26,CAS DARK GREEN/REGEN
CF24MESWA36         ,"*36"" CUSTOM* 24GA MESQUITE / WASH PE FLASHING                                                       ",24,MESQUITE/WASH       
CF24MESWA30         ,"*30"" CUSTOM* 24GA MESQUITE / WASH PE FLASHING                                                       ",24,MESQUITE/WASH       
CF24MESWA24         ,"*24"" CUSTOM* 24GA MESQUITE / WASH PE FLASHING                                                       ",24,MESQUITE/WASH       
CF24MESWA18         ,"*18"" CUSTOM* 24GA MESQUITE / WASH PE FLASHING                                                       ",24,MESQUITE/WASH       
CF24MESWA12         ,"*12"" CUSTOM* 24GA MESQUITE / WASH PE FLASHING                                                       ",24,MESQUITE/WASH       
CF24MESWA9          ,"*9"" CUSTOM* 24GA MESQUITE / WASH PE FLASHING                                                        ",24,MESQUITE/WASH       
CF24MESWA6          ,"*6"" CUSTOM* 24GA MESQUITE / WASH PE FLASHING                                                        ",24,MESQUITE/WASH       
CF24MESWA4          ,"*4"" CUSTOM* 24GA MESQUITE / WASH PE FLASHING                                                        ",24,MESQUITE/WASH       
LAP26RGWA           ,26GA REGENT GREY / WASH SMP LAP SIDING                                                              ,26,REGENT GREY/WASH    
PBLT24ASHWA         ,24GA ASHWOOD / WASH PE PBLT                                                                         ,24,ASHWOOD/WASH        
FLAT24LBKWA36120    ,"24GA LOW GLOSS BLACK / WASH PVDF 36"" x 120"" FLAT                                                    ",24,LOW GLOSS BLACK/WASH
FLAT24BKWA36120     ,"24GA BLACK / WASH SMP 36"" x 120"" FLAT                                                               ",24,BLACK/WASH          
CLF24MESWA36        ,"*CUSTOM LENGTH* 24GA MESQUITE / WASH PE 36"" FLASHING                                                ",24,MESQUITE/WASH       
CLF24MESWA30        ,"*CUSTOM LENGTH* 24GA MESQUITE / WASH PE 30"" FLASHING                                                ",24,MESQUITE/WASH       
CLF24MESWA24        ,"*CUSTOM LENGTH* 24GA MESQUITE / WASH PE 24"" FLASHING                                                ",24,MESQUITE/WASH       
CLF24MESWA18        ,"*CUSTOM LENGTH* 24GA MESQUITE / WASH PE 18"" FLASHING                                                ",24,MESQUITE/WASH       
CLF24MESWA15        ,"*CUSTOM LENGTH* 24GA MESQUITE / WASH PE 15"" FLASHING                                                ",24,MESQUITE/WASH       
CLF24MESWA12        ,"*CUSTOM LENGTH* 24GA MESQUITE / WASH PE 12"" FLASHING                                                ",24,MESQUITE/WASH       
CLF24MESWA9         ,"*CUSTOM LENGTH* 24GA MESQUITE / WASH PE 9"" FLASHING                                                 ",24,MESQUITE/WASH       
CLF24MESWA6         ,"*CUSTOM LENGTH* 24GA MESQUITE / WASH PE 6"" FLASHING                                                 ",24,MESQUITE/WASH       
CLF24MESWA4         ,"*CUSTOM LENGTH* 24GA MESQUITE / WASH PE 4"" FLASHING                                                 ",24,MESQUITE/WASH       
636OCP24MESWA       ,24GA MESQUITE / WASH PE 636OCP                                                                      ,24,MESQUITE/WASH       
636DC24MESWA        ,24GA MESQUITE / WASH PE 636DC                                                                       ,24,MESQUITE/WASH       
636JT124MESWA       ,24GA MESQUITE / WASH PE 636JT1                                                                      ,24,MESQUITE/WASH       
WF63624MESWA        ,24GA MESQUITE / WASH PE WF636                                                                       ,24,MESQUITE/WASH       
QLOC.7526GRAWA      ,26GA GRAPHITE / WASH TEX QLOC.75                                                                    ,26,GRAPHITE/WASH       
QLIC.7526GRAWA      ,26GA GRAPHITE / WASH TEX QLIC.75                                                                    ,26,GRAPHITE/WASH       
636PROW26IRONSW     ,26GA IRON ORE / SURF WHITE SMP 636PROW                                                              ,26,IRON ORE/SURF WHITE 
636EAVE26IRONSW     ,26GA IRON ORE / SURF WHITE SMP 636EAVE                                                              ,26,IRON ORE/SURF WHITE 
ICT124MBWA          ,24GA METRO BROWN / WASH SMP ICT1                                                                    ,24,METRO BROWN/WASH    
DCHD24MBWA          ,24GA METRO BROWN / WASH SMP DCHD                                                                    ,24,METRO BROWN/WASH    
DCJT124MBWA         ,24GA METRO BROWN / WASH SMP DCJT1                                                                   ,24,METRO BROWN/WASH    
BBCC24LBKWA         ,24GA LOW GLOSS BLACK / WASH PVDF BBCC                                                               ,24,LOW GLOSS BLACK/WASH
BBICC24LBKWA        ,24GA LOW GLOSS BLACK / WASH PVDF BBICC                                                              ,24,LOW GLOSS BLACK/WASH
DCJT224LBKWA        ,24GA LOW GLOSS BLACK / WASH PVDF DCJT2                                                              ,24,LOW GLOSS BLACK/WASH
BOBA24LBKWA         ,24GA LOW GLOSS BLACK / WASH PVDF BOARD & BATTEN                                                     ,24,LOW GLOSS BLACK/WASH
CLF26CRWA48         ,"*CUSTOM LENGTH* 26GA COLONIAL RED / WASH SMP 48"" FLASHING                                           ",26,COLONIAL RED/WASH   
WSSKY2A26LU         ,26GA GALVALUME WSSKY2A                                                                              ,26,GALVALUME           
CFP24BKCG9          ,"*PERF*9"" CUSTOM* 24GA BLACK / CHARCOAL GREY SMP FLASHING                                            ",24,CHARCOAL GREY/BLACK 
CFP24BKCG4          ,"*PERF*4"" CUSTOM* 24GA BLACK / CHARCOAL GREY SMP FLASHING                                            ",24,CHARCOAL GREY/BLACK 
636OCP24DWGRG       ,24GA DEEP WATER GREEN / REGENT GREY SMP 636OCP                                                      ,24,DEEP WATER/REGENT GR
CLF26DGWWA36        ,"*CUSTOM LENGTH* 26GA WF DARK GREEN / WASH PVDF 36"" FLASHING                                         ",26,WF DARK GREEN/WASH  
CLF26DGWWA30        ,"*CUSTOM LENGTH* 26GA WF DARK GREEN / WASH PVDF 30"" FLASHING                                         ",26,WF DARK GREEN/WASH  
CLF26DGWWA24        ,"*CUSTOM LENGTH* 26GA WF DARK GREEN / WASH PVDF 24"" FLASHING                                         ",26,WF DARK GREEN/WASH  
CLF26DGWWA18        ,"*CUSTOM LENGTH* 26GA WF DARK GREEN / WASH PVDF 18"" FLASHING                                         ",26,WF DARK GREEN/WASH  
CLF26DGWWA15        ,"*CUSTOM LENGTH* 26GA WF DARK GREEN / WASH PVDF 15"" FLASHING                                         ",26,WF DARK GREEN/WASH  
CLF26DGWWA12        ,"*CUSTOM LENGTH* 26GA WF DARK GREEN / WASH PVDF 12"" FLASHING                                         ",26,WF DARK GREEN/WASH  
CLF26DGWWA9         ,"*CUSTOM LENGTH* 26GA WF DARK GREEN / WASH PVDF 9"" FLASHING                                          ",26,WF DARK GREEN/WASH  
CLF26DGWWA6         ,"*CUSTOM LENGTH* 26GA WF DARK GREEN / WASH PVDF 6"" FLASHING                                          ",26,WF DARK GREEN/WASH  
CLF26DGWWA4         ,"*CUSTOM LENGTH* 26GA WF DARK GREEN / WASH PVDF 4"" FLASHING                                          ",26,WF DARK GREEN/WASH  
1236R24SWFG         ,*REVERSE* 24GA SURF WHITE / FOREST GREEN (MED GREEN) SMP WF1236                                     ,24,FOREST GREEN/SURF WH
CORDC26CWSAGE       ,26GA CAMBRIDGE WHITE / SAGE GREEN SMP CORDC                                                         ,26,SAGE GREEN/CAMBRIDGE
AC24IOWA            ,24GA INT'L ORANGE / WASH SMP ALLCLAD                                                                ,24,INT'L ORANGE/WASH   
BOBA24TWBWA         ,24GA TWILIGHT BLUE / WASH PVDF BOARD & BATTEN                                                       ,24,TWILIGHT BLUE/WASH  
PRGT29DBCG          ,29GA WF DARK BRONZE / CHARCOAL GREY SMP PRGT                                                        ,29,WF DARK BRONZE/CHARC
VP822LBKWA          ,"22GA LOW GLOSS BLACK / WASH PVDF 8"" VARIABLE PLANK                                                  ",22,LOW GLOSS BLACK/WASH
VP4522LBKWA         ,"22GA LOW GLOSS BLACK / WASH PVDF 4.5"" VARIABLE PLANK                                                ",22,LOW GLOSS BLACK/WASH
VP1222LBKWA         ,"22GA LOW GLOSS BLACK / WASH PVDF 12"" VARIABLE PLANK                                                 ",22,LOW GLOSS BLACK/WASH
CFLAT22LBKWA48      ,"*CUSTOM LENGTH* 22GA LOW GLOSS BLACK / WASH PVDF 48"" FLAT                                           ",22,LOW GLOSS BLACK/WASH
MC24PWWA48S         ,"24GA POLAR WHITE / WASH SMP 48"" GR33 MASTER COIL                                                    ",24,POLAR WHITE/WASH    
CF24BRWA9           ,"*9"" CUSTOM* 24GA BRITE RED / WASH SMP FLASHING                                                      ",24,BRITE RED/WASH      
CLF24BRWA36         ,"*CUSTOM LENGTH* 24GA BRITE RED / WASH SMP 36"" FLASHING                                              ",24,BRITE RED/WASH      
CLF24BRWA30         ,"*CUSTOM LENGTH* 24GA BRITE RED / WASH SMP 30"" FLASHING                                              ",24,BRITE RED/WASH      
CLF24BRWA24         ,"*CUSTOM LENGTH* 24GA BRITE RED / WASH SMP 24"" FLASHING                                              ",24,BRITE RED/WASH      
CLF24BRWA18         ,"*CUSTOM LENGTH* 24GA BRITE RED / WASH SMP 18"" FLASHING                                              ",24,BRITE RED/WASH      
CLF24BRWA15         ,"*CUSTOM LENGTH* 24GA BRITE RED / WASH SMP 15"" FLASHING                                              ",24,BRITE RED/WASH      
CLF24BRWA12         ,"*CUSTOM LENGTH* 24GA BRITE RED / WASH SMP 12"" FLASHING                                              ",24,BRITE RED/WASH      
CLF24BRWA9          ,"*CUSTOM LENGTH* 24GA BRITE RED / WASH SMP 9"" FLASHING                                               ",24,BRITE RED/WASH      
CLF24BRWA6          ,"*CUSTOM LENGTH* 24GA BRITE RED / WASH SMP 6"" FLASHING                                               ",24,BRITE RED/WASH      
CLF24BRWA4          ,"*CUSTOM LENGTH* 24GA BRITE RED / WASH SMP 4"" FLASHING                                               ",24,BRITE RED/WASH      
